"Gene ID","Product","Evidence Code","Reference","Support for Evidence Code Assignment","Transcript ID(s)"
"PF3D7_1124500","pyruvate dehydrogenase E1 component subunit alpha","IDA","PMID:15612915","N/A","PF3D7_1124500.1"
"PF3D7_1125300","DNA-directed RNA polymerase","IDA","PMID:11295180","N/A","PF3D7_1125300.1"
"PF3D7_1125400","mitochondrial import inner membrane translocase subunit TIM44, putative","ISS","N/A","Pfam:PF04280|UniProt:Q01852","PF3D7_1125400.1"
"PF3D7_1125700","kelch domain-containing protein, putative","ISM","N/A","Pfam:PF13418","PF3D7_1125700.1"
"PF3D7_1126200","40S ribosomal protein S18, putative","ISS","N/A","Pfam:PF00416|UniProt:P0CX55","PF3D7_1126200.1"
"PF3D7_1126300","DnaJ protein, putative","ISM","N/A","InterPro:IPR001623","PF3D7_1126300.1"
"PF3D7_1126500","WD repeat-containing protein, putative","ISM","N/A","InterPro:IPR036322","PF3D7_1126500.1"
"PF3D7_1126600","steryl ester hydrolase, putative","ISS","PMID:21453511","InterPro:IPR006693|InterPro:IPR029058","PF3D7_1126600.1"
"PF3D7_1127800","TFIIS central domain-containing protein, putative","ISM","N/A","InterPro:IPR003618","PF3D7_1127800.1"
"PF3D7_1128300","ATP-dependent 6-phosphofructokinase","IDA","PMID:19505469","N/A","PF3D7_1128300.1"
"PF3D7_1129200","26S proteasome regulatory subunit RPN7, putative","ISM","N/A","Pfam:PF10602","PF3D7_1129200.1"
"PF3D7_1129300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1129300.1"
"PF3D7_1129400","rRNA (cytosine-C(5))-methyltransferase, putative","ISS","PMID:19135144","UniProt:P40991","PF3D7_1129400.1"
"PF3D7_1129800","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0927700|GeneDB:PVP01_0930400|GeneDB:PmUG01_09038900","PF3D7_1129800.1"
"PF3D7_1130200","60S ribosomal protein P0","IDA","PMID:8943156","N/A","PF3D7_1130200.1"
"PF3D7_1130500","conserved oligomeric Golgi complex subunit 2, putative","ISS","PMID:24086721","Pfam:PF06148|Pfam:PF12022|UniProt:Q14746","PF3D7_1130500.1"
"PF3D7_1130800","armadillo repeat protein PF16, putative","ISO","PMID:20886115","GeneDB:PBANKA_0917400","PF3D7_1130800.1"
"PF3D7_1130900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0928700|GeneDB:PVP01_0931700|GeneDB:PmUG01_09040100","PF3D7_1130900.1"
"PF3D7_1131600","kelch domain-containing protein, putative","ISO","N/A","InterPro:IPR015915","PF3D7_1131600.1"
"PF3D7_1132000","ubiquitin-like protein, putative","ISM","N/A","InterPro:IPR000626","PF3D7_1132000.1"
"PF3D7_1133100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1133100.1"
"PF3D7_1133200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1133200.1"
"PF3D7_1133400","apical membrane antigen 1","IDA","PMID:2701947","N/A","PF3D7_1133400.1"
"PF3D7_1133700","FHA domain-containing protein, putative","ISM","N/A","InterPro:IPR000253","PF3D7_1133700.1"
"PF3D7_1133800","RNA (uracil-5-)methyltransferase, putative","ISM","N/A","InterPro:IPR010280","PF3D7_1133800.1"
"PF3D7_1134200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1134200.1"
"PF3D7_1134600","zinc finger protein, putative","ISM","N/A","Pfam:PF00642","PF3D7_1134600.1"
"PF3D7_1134700","DNA-directed RNA polymerase I subunit RPA2, putative","ISM","N/A","InterPro:IPR015712","PF3D7_1134700.1"
"PF3D7_1134900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1134900.1"
"PF3D7_1136000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1136000.1"
"PF3D7_1136300","tudor staphylococcal nuclease","IDA","PMID:18035357","N/A","PF3D7_1136300.1"
"PF3D7_1136600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1136600.1"
"PF3D7_1136800","DnaJ protein, putative","ISM","N/A","Pfam:PF00226","PF3D7_1136800.1"
"PF3D7_1136900","subtilisin-like protease 2","IDA","PMID:10339607, PMID:16322767","N/A","PF3D7_1136900.1, PF3D7_1136900.1"
"PF3D7_1137600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1137600.1"
"PF3D7_1137700","calcium-binding protein, putative","ISM","N/A","PANTHER:PTHR10891","PF3D7_1137700.1"
"PF3D7_1138000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1138000.1"
"PF3D7_1138400","guanylyl cyclase alpha","IDA","PMID:10747978","N/A","PF3D7_1138400.1"
"PF3D7_1139100","RNA-binding protein, putative","ISM","N/A","Pfam:PF00076","PF3D7_1139100.1"
"PF3D7_1139300","AP2 domain transcription factor AP2-G5","IDA","PMID:34365503","N/A","PF3D7_1139300.1"
"PF3D7_1140400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1140400.1"
"PF3D7_1140500","myosin K, putative","ISO","PMID:31283102","GeneDB:PBANKA_0908500","PF3D7_1140500.1"
"PF3D7_1140600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1140600.1"
"PF3D7_1140700","chromo domain-containing protein, putative","ISM","PMID:31728527","Pfam:PF00385","PF3D7_1140700.1"
"PF3D7_1140900","NdP1 protein, putative","ISS","PMID:33495622","UniProt:S7VZP2","PF3D7_1140900.1"
"PF3D7_1141000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1141000.1"
"PF3D7_1141100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1141100.1"
"PF3D7_1141300","apical polar ring protein APR1, putative","ISO","PMID:33705380","UniProt:S8GKP6","PF3D7_1141300.1"
"PF3D7_1141500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1141500.1"
"PF3D7_1141700","OTU domain-containing protein, putative","ISM","N/A","InterPro:IPR003323","PF3D7_1141700.1"
"PF3D7_1141800","EELM2 domain-containing protein, putative","ISM","PMID:23181666","Pfam:PF00628|Pfam:PF15863","PF3D7_1141800.1"
"PF3D7_1142000","heptatricopeptide repeat-containing protein, putative","ISM","PMID:30102371","N/A","PF3D7_1142000.1"
"PF3D7_1142100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1142100.1"
"PF3D7_1142300","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1142300.1"
"PF3D7_1143100","AP2 domain transcription factor AP2-O","IDA","PMID:34268135","N/A","PF3D7_1143100.1"
"PF3D7_1144200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1144200.1"
"PF3D7_1144400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1144400.1"
"PF3D7_1144500","SUMO-activating enzyme subunit 1","IDA","PMID:23943616","N/A","PF3D7_1144500.1"
"PF3D7_1144800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1144800.1"
"PF3D7_1144900","ras-related protein Rab-6","IDA","PMID:9010846","N/A","PF3D7_1144900.1"
"PF3D7_1145200","serine/threonine protein kinase, putative","ISM","N/A","InterPro:IPR000719","PF3D7_1145200.1"
"PF3D7_1145700","bicoid-interacting protein BIN3, putative","ISM","N/A","Pfam:PF06859","PF3D7_1145700.1"
"PF3D7_1146600","oocyst rupture protein 1, putative","ISO","PMID:27982038","GeneDB:PBANKA_0902500","PF3D7_1146600.1"
"PF3D7_1146800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1146800.1"
"PF3D7_1147000","sporozoite and liver stage asparagine-rich protein","N/A","N/A","N/A","PF3D7_1147000.1"
"PF3D7_1147200","tubulin--tyrosine ligase, putative","ISM","N/A","InterPro:IPR004344","PF3D7_1147200.1"
"PF3D7_1147800","membrane associated erythrocyte binding-like protein","IDA","PMID:12076768, PMID:12076768","N/A","PF3D7_1147800.1, PF3D7_1147800.2"
"PF3D7_1148000","serine/threonine protein kinase, putative","ISM","N/A","InterPro:IPR008271","PF3D7_1148000.1"
"PF3D7_1148700","Plasmodium exported protein (PHISTc), unknown function","IDA","PMID:27777305","N/A","PF3D7_1148700.1"
"PF3D7_1149000","antigen 332, DBL-like protein","IDA","PMID:23185236","N/A","PF3D7_1149000.1"
"PF3D7_1149200","ring-infected erythrocyte surface antigen","IDA","PMID:15853885","N/A","PF3D7_1149200.1"
"PF3D7_1150400","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1150400.1"
"PF3D7_1200100","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1200100.1"
"PF3D7_1200400","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1200400.1"
"PF3D7_1200600","erythrocyte membrane protein 1, PfEMP1","IDA","PMID:16025132","N/A","PF3D7_1200600.1"
"PF3D7_1201100","RESA-like protein with PHIST and DnaJ domains","ISM","N/A","Pfam:PF09687|Pfam:PF00226","PF3D7_1201100.1"
"PF3D7_1201400","Plasmodium exported protein, unknown function","RCA","PMID:16507167","N/A","PF3D7_1201400.1"
"PF3D7_1201500","GPN-loop GTPase, putative","ISS","N/A","InterPro:IPR004130|UniProt:P47122","PF3D7_1201500.1"
"PF3D7_1201800","cytochrome c oxidase assembly protein COX19, putative","ISS","PMID:23190769","UniProt:Q49B96","PF3D7_1201800.1"
"PF3D7_1202100","SRAP domain-containing protein, putative","ISM","PMID:31777939, PMID:31777939","Pfam:PF02586","PF3D7_1202100.1, PF3D7_1202100.2"
"PF3D7_1202300","dynein heavy chain, putative","ISM","N/A","Pfam:PF03028","PF3D7_1202300.1"
"PF3D7_1203000","origin recognition complex subunit 1","IDA","PMID:12543146","N/A","PF3D7_1203000.1"
"PF3D7_1203100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1203100.1"
"PF3D7_1203200","signal recognition particle subunit SRP14","IDA","PMID:24434517","N/A","PF3D7_1203200.1"
"PF3D7_1203400","major facilitator superfamily domain-containing protein, putative","ISM","PMID:26796412","TCDB:2.A.1","PF3D7_1203400.1"
"PF3D7_1204500","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_0605200|GeneDB:PVP01_1303700|UniProt:I7JAL6|UniProt:Q4UIK5","PF3D7_1204500.1"
"PF3D7_1205000","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_0605500|GeneDB:PVP01_1304100|UniProt:S8F9C9|UniProt:A0A074SZ57","PF3D7_1205000.1"
"PF3D7_1205100","O-phosphoseryl-tRNA(Sec) selenium transferase, putative","ISS","PMID:18174226","InterPro:IPR019872","PF3D7_1205100.1"
"PF3D7_1205400","kelch domain-containing protein, putative","ISM","N/A","Pfam:PF01344","PF3D7_1205400.1"
"PF3D7_1205500","zinc finger protein, putative","ISM","N/A","Pfam:PF15227","PF3D7_1205500.1"
"PF3D7_1205800","high mobility group protein B3, putative","ISM","PMID:16607015","InterPro:IPR036910","PF3D7_1205800.1"
"PF3D7_1206300","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0606700|GeneDB:PVP01_1305400|GeneDB:PmUG01_13016300","PF3D7_1206300.1"
"PF3D7_1206500","Tat binding protein 1(TBP-1)-interacting protein, putative","ISM","N/A","InterPro:IPR010776","PF3D7_1206500.1"
"PF3D7_1206700","eukaryotic translation initiation factor 5, putative","ISS","N/A","UniProt:P38431|Pfam:PF01873","PF3D7_1206700.1"
"PF3D7_1207000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1207000.1"
"PF3D7_1207200","zinc finger protein, putative","ISM","PMID:34418264","InterPro:IPR000571","PF3D7_1207200.1"
"PF3D7_1207700","41-3 protein","IDA","PMID:1707880","N/A","PF3D7_1207700.1"
"PF3D7_1207900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1207900.1"
"PF3D7_1208100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1208100.1"
"PF3D7_1208200","cysteine repeat modular protein 3","IDA","PMID:17253978","N/A","PF3D7_1208200.1"
"PF3D7_1208400","amino acid transporter, putative","TAS","PMID:15774027","N/A","PF3D7_1208400.1"
"PF3D7_1208500","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_0608800|GeneDB:PVP01_1307600|GeneDB:PmUG01_13018400","PF3D7_1208500.1"
"PF3D7_1208800","zinc finger protein, putative","ISM","N/A","Pfam:PF13920","PF3D7_1208800.1"
"PF3D7_1209100","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PVP01_1308200|GeneDB:PmUG01_13019000","PF3D7_1209100.1"
"PF3D7_1209300","telomere repeat-binding zinc finger protein","IDA","PMID:28288093","N/A","PF3D7_1209300.1"
"PF3D7_1209500","cGMP-specific 3',5'-cyclic phosphodiesterase alpha","IDA","PMID:16038615, PMID:18590734","N/A","PF3D7_1209500.1, PF3D7_1209500.2"
"PF3D7_1209900","ABC transporter B family member 7, putative","ISM","N/A","InterPro:IPR001140","PF3D7_1209900.1"
"PF3D7_1210200","zinc finger protein, putative","ISM","N/A","InterPro:IPR000571","PF3D7_1210200.1"
"PF3D7_1210400","general transcription factor 3C polypeptide 5, putative","ISM","N/A","Pfam:PF09734","PF3D7_1210400.1"
"PF3D7_1210600","kelch protein, putative","ISM","N/A","InterPro:IPR015915","PF3D7_1210600.1"
"PF3D7_1211000","kinesin-X3, putative","ISM","PMID:31600347","Pfam:PF00225","PF3D7_1211000.1"
"PF3D7_1211200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1211200.1"
"PF3D7_1211300","DNA helicase MCM8, putative","ISS","PMID:23336032","UniProt:Q9UJA3","PF3D7_1211300.1"
"PF3D7_1211500","ribosomal protein S18, mitochondrial","IDA","PMID:32273345","N/A","PF3D7_1211500.1"
"PF3D7_1211600","lysine-specific histone demethylase 1, putative","N/A","N/A","N/A","PF3D7_1211600.1"
"PF3D7_1212100","peripheral plastid protein 1, putative","ISS","PMID:22144892","UniProt:G9F9Q3","PF3D7_1212100.1"
"PF3D7_1212700","eukaryotic translation initiation factor 3 subunit A, putative","ISS","N/A","UniProt:P38249|PANTHER:PTHR14005:SF0","PF3D7_1212700.1"
"PF3D7_1213200","mediator of RNA polymerase II transcription subunit 18, putative","ISS","PMID:18515835","UniProt:O14198|UniProt:Q9BUE0","PF3D7_1213200.1"
"PF3D7_1213500","integral membrane protein GPR180, putative","ISM","N/A","Pfam:PF10192","PF3D7_1213500.1"
"PF3D7_1213800","proline--tRNA ligase","IDA","PMID:25047712","N/A","PF3D7_1213800.1"
"PF3D7_1213900","W2 domain-containing protein, putative","ISM","N/A","InterPro:IPR003307","PF3D7_1213900.1"
"PF3D7_1214100","GPI ethanolamine phosphate transferase 3, putative","ISS","PMID:12117963","UniProt:Q8TEQ8","PF3D7_1214100.1"
"PF3D7_1215400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1215400.1"
"PF3D7_1215700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1215700.1"
"PF3D7_1215900","serpentine receptor 10","IDA","PMID:32890576","N/A","PF3D7_1215900.1"
"PF3D7_1216000","serine--tRNA ligase, putative","ISS","N/A","UniProt:P38705|InterPro:IPR002317","PF3D7_1216000.1"
"PF3D7_1216600","cell traversal protein for ookinetes and sporozoites","N/A","N/A","N/A","PF3D7_1216600.1"
"PF3D7_1216700","perforin-like protein 2","IDA","PMID:23461714","N/A","PF3D7_1216700.1"
"PF3D7_1217200","multiple RNA-binding domain-containing protein 1, putative","ISS","PMID:26525978","UniProt:Q06106","PF3D7_1217200.1"
"PF3D7_1217300","GTP-binding protein EngA","IDA","PMID:29642957","N/A","PF3D7_1217300.1"
"PF3D7_1217700","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1435300|GeneDB:PVP01_1436500|GeneDB:PmUG01_14052500","PF3D7_1217700.1"
"PF3D7_1218200","symplekin domain-containing protein, putative","ISM","N/A","Pfam:PF12295","PF3D7_1218200.1"
"PF3D7_1218500","dynamin-like protein, putative","ISO","PMID:30947298","UniProt:S8GIW4","PF3D7_1218500.1"
"PF3D7_1218800","secreted ookinete protein, putative","N/A","N/A","N/A","PF3D7_1218800.1"
"PF3D7_1218900","WD repeat-containing protein, putative","ISM","N/A","InterPro:IPR017986","PF3D7_1218900.1"
"PF3D7_1219000","formin 2","IDA","PMID:18329618","N/A","PF3D7_1219000.1"
"PF3D7_1219100","clathrin heavy chain, putative","ISM","PMID:32098816","InterPro:IPR001473","PF3D7_1219100.1"
"PF3D7_1219300","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1219300.1"
"PF3D7_1220100","pre-mRNA-processing factor 17, putative","ISS","PMID:26043001","UniProt:P40968","PF3D7_1220100.1"
"PF3D7_1220300","cell cycle associated protein, putative","N/A","N/A","N/A","PF3D7_1220300.1"
"PF3D7_1220400","debranching enzyme-associated ribonuclease, putative","ISS","PMID:21453511","N/A","PF3D7_1220400.1"
"PF3D7_1221000","histone-lysine N-methyltransferase, H3 lysine-4 specific","IDA","PMID:22264509","N/A","PF3D7_1221000.1"
"PF3D7_1221400","inner membrane complex protein 1h, putative","ISO","PMID:21098480","GeneDB:PBANKA_1436600","PF3D7_1221400.1"
"PF3D7_1221700","FbpA domain protein, putative","ISM","PMID:21453511","InterPro:IPR008532","PF3D7_1221700.1"
"PF3D7_1221900","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1221900.1"
"PF3D7_1222000","tRNA-splicing ligase RtcB, putative","ISM","N/A","Pfam:PF01139","PF3D7_1222000.1"
"PF3D7_1222300","endoplasmin, putative","ISS","PMID:23236186","UniProt:P14625","PF3D7_1222300.1"
"PF3D7_1222400","AP2 domain transcription factor","IDA","PMID:21060817","N/A","PF3D7_1222400.1"
"PF3D7_1222600","AP2 domain transcription factor AP2-G","IDA","PMID:24572369","N/A","PF3D7_1222600.1"
"PF3D7_1222800","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1439700|GeneDB:PVP01_1441000|GeneDB:PmUG01_14057100","PF3D7_1222800.1"
"PF3D7_1222900","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1439800|GeneDB:PVP01_1441100|GeneDB:PmUG01_14057200","PF3D7_1222900.1"
"PF3D7_1223300","DNA gyrase subunit A","IDA","PMID:17220464","N/A","PF3D7_1223300.1"
"PF3D7_1223400","phospholipid-transporting ATPase, putative","N/A","N/A","N/A","PF3D7_1223400.1"
"PF3D7_1223500","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1440400|GeneDB:PVP01_1441700|GeneDB:PmUG01_14057800","PF3D7_1223500.1"
"PF3D7_1223600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1440500|GeneDB:PVP01_1441800|GeneDB:PmUG01_14057900","PF3D7_1223600.1"
"PF3D7_1223800","citrate/oxoglutarate carrier protein, putative","ISS","PMID:16774588","UniProt:Q04013|PANTHER:PTHR24089:SF505","PF3D7_1223800.1"
"PF3D7_1224100","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1441000|GeneDB:PVP01_1442300|UniProt:A0A125YZQ5|UniProt:Q4UDH4|UniProt:A7APV5","PF3D7_1224100.1"
"PF3D7_1224500","histone chaperone ASF1","IDA","PMID:33501928","N/A","PF3D7_1224500.1"
"PF3D7_1225600","conserved Plasmodium protein, unknown function","ISO","N/A","GeneDB:PCHAS_1442500|GeneDB:PVP01_1443800|GeneDB:PmUG01_14059900","PF3D7_1225600.1"
"PF3D7_1226400","regulator of MON1-CCZ1 complex, putative","ISM","N/A","InterPro:IPR040371|InterPro:IPR009755","PF3D7_1226400.1"
"PF3D7_1227300","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1227300.1"
"PF3D7_1227600","kinetochore protein SPC24, putative","ISM","PMID:32501284","N/A","PF3D7_1227600.1"
"PF3D7_1227700","protein KIC2","IDA","PMID:31896710","N/A","PF3D7_1227700.1"
"PF3D7_1228200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1228200.1"
"PF3D7_1228400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1228400.1"
"PF3D7_1228600","merozoite surface protein 9","IDA","PMID:3042768","N/A","PF3D7_1228600.1"
"PF3D7_1228800","WD repeat-containing protein, putative","ISM","PMID:34142223","InterPro:IPR017986","PF3D7_1228800.1"
"PF3D7_1228900","conserved protein, unknown function","ISO","N/A","UniProt:S8GIZ7|UniProt:Q4N663","PF3D7_1228900.1"
"PF3D7_1229100","multidrug resistance-associated protein 2","IDA","PMID:26332724","N/A","PF3D7_1229100.1"
"PF3D7_1229300","PhIL1-interacting candidate PIC1","IDA","PMID:33830607","N/A","PF3D7_1229300.1"
"PF3D7_1229400","macrophage migration inhibitory factor","IDA","PMID:17158894","N/A","PF3D7_1229400.1"
"PF3D7_1229600","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1229600.1"
"PF3D7_1229800","myosin J, putative","ISO","PMID:31283102","GeneDB:PBANKA_1444500","PF3D7_1229800.1"
"PF3D7_1230000","TBC domain-containing protein, putative","ISM","N/A","Pfam:PF00566","PF3D7_1230000.1"
"PF3D7_1230300","subpellicular microtubule protein 2, putative","ISO","PMID:22021240","UniProt:S7VWS9","PF3D7_1230300.1"
"PF3D7_1230700","protein transport protein SEC13","IDA","PMID:23687383","N/A","PF3D7_1230700.1"
"PF3D7_1231400","membrane protein ICM1","IDA","PMID:33762339","N/A","PF3D7_1231400.1"
"PF3D7_1231800","asparagine-rich protein, putative","N/A","N/A","N/A","PF3D7_1231800.1"
"PF3D7_1233200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1233200.1, PF3D7_1233200.2"
"PF3D7_1233300","pentatricopeptide repeat domain-containing protein 2, putative","ISM","PMID:31454137","Pfam:PF13041","PF3D7_1233300.1"
"PF3D7_1233400","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1233400.1"
"PF3D7_1233600","asparagine and aspartate rich protein 1","IDA","PMID:9234746","N/A","PF3D7_1233600.1"
"PF3D7_1233900","sentrin-specific protease 1","IDA","PMID:21700207","N/A","PF3D7_1233900.1"
"PF3D7_1234000","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1234000.1"
"PF3D7_1234100","bromodomain protein 5","IDA","PMID:31728527","N/A","PF3D7_1234100.1"
"PF3D7_1234600","protein TOC75, putative","ISO","PMID:26381927","UniProt:S8G9X7","PF3D7_1234600.1"
"PF3D7_1234800","splicing factor 3B subunit 3, putative","ISS","PMID:21245033","UniProt:Q15393|UniProt:Q04693","PF3D7_1234800.1"
"PF3D7_1235300","CCR4-NOT transcription complex subunit 4, putative","ISS","PMID:17612404","UniProt:O95628","PF3D7_1235300.1"
"PF3D7_1235400","tetQ family GTPase, putative","N/A","N/A","N/A","PF3D7_1235400.1"
"PF3D7_1235900","pre-mRNA-splicing factor SYF1, putative","ISS","PMID:21245033","UniProt:Q04048|UniProt:Q9HCS7","PF3D7_1235900.1"
"PF3D7_1236100","clustered-asparagine-rich protein","IDA","PMID:3517875","N/A","PF3D7_1236100.1"
"PF3D7_1236400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1236400.1"
"PF3D7_1237100","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1237100.1"
"PF3D7_1237200","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1237200.1"
"PF3D7_1237900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1237900.1"
"PF3D7_1238500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1238500.1"
"PF3D7_1238800","acyl-CoA synthetase","IDA","PMID:16860410","N/A","PF3D7_1238800.1"
"PF3D7_1239200","AP2 domain transcription factor, putative","ISM","PMID:18541913","Pfam:PF00847","PF3D7_1239200.1"
"PF3D7_1239800","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1239800.1"
"PF3D7_1239900","vacuolar protein sorting-associated protein 16, putative","ISS","PMID:24086721","UniProt:Q03308|Pfam:PF04841|Pfam:PF04840","PF3D7_1239900.1"
"PF3D7_1240000","3-hydroxyisobutyryl-CoA hydrolase, putative","ISS","N/A","UniProt:P28817","PF3D7_1240000.1"
"PF3D7_1240300","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1240300.1"
"PF3D7_1240400","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1240400.1"
"PF3D7_1240600","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1240600.1"
"PF3D7_1240900","erythrocyte membrane protein 1, PfEMP1","N/A","N/A","N/A","PF3D7_1240900.1"
"PF3D7_1241300","ribosome-binding factor A, putative","ISM","N/A","Pfam:PF02033","PF3D7_1241300.1"
"PF3D7_1241400","RNA-binding protein, putative","ISM","PMID:21453511","InterPro:IPR000504","PF3D7_1241400.1"
"PF3D7_1241500","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1241500.1"
"PF3D7_1242400","GAS8-like protein, putative","ISM","N/A","Pfam:PF13851","PF3D7_1242400.1"
"PF3D7_1243400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1243400.1"
"PF3D7_1243900","double C2-like domain-containing protein","IDA","PMID:22246776","N/A","PF3D7_1243900.1"
"PF3D7_1244600","ADP-ribosylation factor GTPase-activating protein 1","IDA","PMID:32144363","N/A","PF3D7_1244600.1"
"PF3D7_1244900","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1244900.1"
"PF3D7_1245000","5-formyltetrahydrofolate cyclo-ligase, putative","ISM","N/A","InterPro:IPR002698|InterPro:IPR037171","PF3D7_1245000.1"
"PF3D7_1245100","kinesin-13, putative","ISM","PMID:16481395","Pfam:PF00225","PF3D7_1245100.1"
"PF3D7_1245200","conserved Plasmodium membrane protein, unknown function","N/A","N/A","N/A","PF3D7_1245200.1"
"PF3D7_1245600","kinesin-15, putative","ISM","PMID:31600347","Pfam:PF00225","PF3D7_1245600.1"
"PF3D7_1246100","delta-aminolevulinic acid synthetase","IDA","PMID:8844683","N/A","PF3D7_1246100.1"
"PF3D7_1246700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1246700.1"
"PF3D7_1247800","dipeptidyl aminopeptidase 2","IDA","PMID:23836185","N/A","PF3D7_1247800.1"
"PF3D7_1248200","pre-mRNA-splicing factor RBM22, putative","ISS","PMID:26525978","UniProt:Q9NW64","PF3D7_1248200.1"
"PF3D7_1248400","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1248400.1"
"PF3D7_1248700","conserved protein, unknown function","ISO","N/A","UniProt:S7WHL4|UniProt:Q5CYX9|UniProt:F0VQ02","PF3D7_1248700.1"
"PF3D7_1249100","conserved protein, unknown function","ISO","N/A","GeneDB:PCHAS_1464300|GeneDB:PVP01_1466200|UniProt:S8GAD3|UniProt:A0A074TDQ4","PF3D7_1249100.1"
"PF3D7_1249300","protein phosphatase PPM4, putative","ISO","PMID:25011111","GeneDB:PBANKA_146220","PF3D7_1249300.1"
"PF3D7_1249600","leucine-rich repeat protein","ISM","PMID:17689674","InterPro:IPR001611","PF3D7_1249600.1"
"PF3D7_1249700","conserved Plasmodium protein, unknown function","N/A","N/A","N/A","PF3D7_1249700.1"
